ORTHOMCL0	NP_001001411.2_HUMAN
ORTHOMCL17599	NP_848550.1_HUMAN
ORTHOMCL17600	XP_011523337.1_HUMAN
ORTHOMCL17601	NP_000214.1_HUMAN
ORTHOMCL17602	NP_061883.1_HUMAN
ORTHOMCL17603	NP_055292.1_HUMAN
ORTHOMCL17604	NP_006094.3_HUMAN
ORTHOMCL17605	XP_005260667.1_HUMAN
ORTHOMCL17606	NP_542175.1_HUMAN
ORTHOMCL17607	NP_002396.2_HUMAN
ORTHOMCL17609	XP_016880250.1_HUMAN
ORTHOMCL17610	XP_005257090.1_HUMAN
ORTHOMCL17611	XP_016880202.1_HUMAN
ORTHOMCL17612	NP_077273.2_HUMAN
ORTHOMCL17613	NP_683684.2_HUMAN
ORTHOMCL17614	NP_002414.1_HUMAN
ORTHOMCL17615	NP_057513.1_HUMAN
ORTHOMCL17616	NP_001229861.1_HUMAN
ORTHOMCL17617	NP_068378.2_HUMAN
ORTHOMCL17618	NP_060029.1_HUMAN
ORTHOMCL17619	NP_839947.1_HUMAN
ORTHOMCL17620	NP_620169.1_HUMAN
ORTHOMCL17621	NP_000749.2_HUMAN
ORTHOMCL17622	NP_001094282.1_HUMAN
ORTHOMCL17623	NP_689994.2_HUMAN
ORTHOMCL17624	NP_003396.1_HUMAN
ORTHOMCL17625	XP_011529424.1_HUMAN
ORTHOMCL17626	NP_001138986.1_HUMAN
ORTHOMCL17627	XP_016882419.1_HUMAN
ORTHOMCL17628	NP_001164663.1_HUMAN
ORTHOMCL17629	NP_065093.2_HUMAN
ORTHOMCL17630	NP_000946.2_HUMAN
ORTHOMCL17631	NP_003250.3_HUMAN
ORTHOMCL17632	XP_016883012.1_HUMAN
ORTHOMCL17633	XP_011514861.1_HUMAN
ORTHOMCL17634	XP_011529425.1_HUMAN
ORTHOMCL17635	NP_062458.1_HUMAN
ORTHOMCL17636	NP_001013728.2_HUMAN
ORTHOMCL17637	NP_659483.2_HUMAN
ORTHOMCL17638	XP_005266992.3_HUMAN
ORTHOMCL17639	NP_001013645.1_HUMAN
ORTHOMCL17640	NP_001078949.1_HUMAN
ORTHOMCL17642	NP_001291660.1_HUMAN
ORTHOMCL17643	NP_000407.1_HUMAN
ORTHOMCL17644	NP_001309366.1_HUMAN
ORTHOMCL17645	NP_001048.2_HUMAN
ORTHOMCL17646	NP_113623.1_HUMAN
ORTHOMCL17647	NP_004128.1_HUMAN
ORTHOMCL17648	XP_011513397.1_HUMAN
ORTHOMCL17649	NP_001257325.1_HUMAN
ORTHOMCL17650	XP_016881774.1_HUMAN
ORTHOMCL17651	NP_001129052.1_HUMAN
ORTHOMCL17652	XP_011532924.1_HUMAN
ORTHOMCL17653	XP_016858867.1_HUMAN
ORTHOMCL17654	NP_570116.2_HUMAN
ORTHOMCL17655	XP_011526351.1_HUMAN
ORTHOMCL17656	NP_065688.1_HUMAN
ORTHOMCL17657	NP_002179.2_HUMAN
ORTHOMCL17658	NP_116171.3_HUMAN
ORTHOMCL17659	XP_011532718.1_HUMAN
ORTHOMCL17660	NP_775781.1_HUMAN
ORTHOMCL17661	NP_001229265.1_HUMAN
ORTHOMCL17662	NP_005477.2_HUMAN
ORTHOMCL17663	XP_011508641.1_HUMAN
ORTHOMCL17664	NP_036476.1_HUMAN
ORTHOMCL17665	XP_006711957.1_HUMAN
ORTHOMCL17666	NP_001138405.1_HUMAN
ORTHOMCL17667	NP_055410.1_HUMAN
ORTHOMCL17668	NP_258411.2_HUMAN
ORTHOMCL17669	NP_001182157.1_HUMAN
ORTHOMCL17670	NP_612138.1_HUMAN
ORTHOMCL17671	NP_733786.2_HUMAN
ORTHOMCL17672	XP_005257832.1_HUMAN
ORTHOMCL17673	XP_011522687.1_HUMAN
ORTHOMCL17674	XP_011535044.1_HUMAN
ORTHOMCL17675	XP_011535422.1_HUMAN
ORTHOMCL17676	NP_000615.3_HUMAN
ORTHOMCL17677	NP_001266.1_HUMAN
ORTHOMCL17679	NP_001170977.1_HUMAN
ORTHOMCL17680	XP_016866242.1_HUMAN
ORTHOMCL17681	XP_016865969.1_HUMAN
ORTHOMCL17684	NP_000496.2_HUMAN
ORTHOMCL17685	NP_821138.1_HUMAN
ORTHOMCL17686	NP_000581.1_HUMAN
ORTHOMCL17687	XP_016865437.1_HUMAN
ORTHOMCL17688	NP_004092.1_HUMAN
ORTHOMCL17689	XP_011531650.1_HUMAN
ORTHOMCL17690	NP_001269985.1_HUMAN
ORTHOMCL17691	NP_001012993.1_HUMAN
ORTHOMCL17692	NP_001269122.1_HUMAN
ORTHOMCL17693	NP_057567.3_HUMAN
ORTHOMCL17694	XP_011537908.1_HUMAN
ORTHOMCL17695	XP_011538398.1_HUMAN
ORTHOMCL17696	NP_002001.1_HUMAN
ORTHOMCL17697	NP_003692.1_HUMAN
ORTHOMCL17698	XP_016869432.1_HUMAN
ORTHOMCL17699	NP_055294.1_HUMAN
ORTHOMCL17700	NP_003009.2_HUMAN
ORTHOMCL17701	NP_001310435.1_HUMAN
ORTHOMCL17702	NP_116235.2_HUMAN
ORTHOMCL17703	XP_011535364.1_HUMAN
ORTHOMCL17704	NP_005855.1_HUMAN
ORTHOMCL17705	XP_011534892.1_HUMAN
ORTHOMCL17706	NP_001827.1_HUMAN
ORTHOMCL17707	XP_016864608.1_HUMAN
ORTHOMCL17708	XP_016884304.1_HUMAN
ORTHOMCL17709	NP_008884.1_HUMAN
ORTHOMCL17710	NP_689826.2_HUMAN
ORTHOMCL17711	XP_011520646.1_HUMAN
ORTHOMCL17712	NP_079012.3_HUMAN
ORTHOMCL17713	NP_835466.2_HUMAN
ORTHOMCL17714	NP_002337.1_HUMAN
ORTHOMCL17715	NP_991108.1_HUMAN
ORTHOMCL17716	NP_065160.1_HUMAN
ORTHOMCL17717	NP_005663.2_HUMAN
ORTHOMCL17718	NP_056008.1_HUMAN
ORTHOMCL17719	NP_005189.2_HUMAN
ORTHOMCL17720	NP_937839.1_HUMAN
ORTHOMCL17721	XP_005247626.1_HUMAN
ORTHOMCL17722	XP_011528800.1_HUMAN
ORTHOMCL17723	NP_005326.2_HUMAN
ORTHOMCL17724	NP_067640.2_HUMAN
ORTHOMCL17725	XP_005247472.1_HUMAN
ORTHOMCL17726	NP_787058.4_HUMAN
ORTHOMCL17727	XP_016883895.1_HUMAN
ORTHOMCL17728	NP_001276054.1_HUMAN
ORTHOMCL17729	XP_006719458.1_HUMAN
ORTHOMCL17730	NP_066382.1_HUMAN
ORTHOMCL17731	NP_000477.1_HUMAN
ORTHOMCL17732	NP_001643.2_HUMAN
ORTHOMCL17733	XP_011536475.1_HUMAN
ORTHOMCL17734	NP_789795.1_HUMAN
ORTHOMCL17735	NP_006135.1_HUMAN
ORTHOMCL17736	NP_848640.1_HUMAN
ORTHOMCL17737	NP_002104.2_HUMAN
ORTHOMCL17738	XP_016870201.1_HUMAN
ORTHOMCL17739	XP_016882608.1_HUMAN
ORTHOMCL17740	XP_011512557.1_HUMAN
ORTHOMCL17741	XP_016866879.1_HUMAN
ORTHOMCL17742	NP_001007034.1_HUMAN
ORTHOMCL17743	NP_001306972.1_HUMAN
ORTHOMCL17744	NP_112589.1_HUMAN
ORTHOMCL17745	XP_016874283.1_HUMAN
ORTHOMCL17746	NP_001275594.1_HUMAN
ORTHOMCL17747	NP_057723.1_HUMAN
ORTHOMCL17748	NP_067018.2_HUMAN
ORTHOMCL17749	XP_016866311.1_HUMAN
ORTHOMCL17750	NP_001010873.1_HUMAN
ORTHOMCL17751	NP_005414.1_HUMAN
ORTHOMCL17752	NP_003217.3_HUMAN
ORTHOMCL17753	XP_011520779.1_HUMAN
ORTHOMCL17754	NP_006790.1_HUMAN
ORTHOMCL17755	NP_079384.2_HUMAN
ORTHOMCL17757	XP_011520748.1_HUMAN
ORTHOMCL17758	NP_115960.2_HUMAN
ORTHOMCL17759	NP_001167.2_HUMAN
ORTHOMCL17760	NP_001136355.1_HUMAN
ORTHOMCL17761	XP_016865924.1_HUMAN
ORTHOMCL17762	NP_001273479.1_HUMAN
ORTHOMCL17763	NP_002922.2_HUMAN
ORTHOMCL17764	NP_001291490.1_HUMAN
ORTHOMCL17765	NP_689899.1_HUMAN
ORTHOMCL17766	XP_005271973.1_HUMAN
ORTHOMCL17767	NP_057543.2_HUMAN
ORTHOMCL17768	NP_001487.2_HUMAN
ORTHOMCL17769	NP_149024.1_HUMAN
ORTHOMCL17770	NP_061974.2_HUMAN
ORTHOMCL17771	NP_002332.1_HUMAN
ORTHOMCL17772	NP_054788.2_HUMAN
ORTHOMCL17773	NP_803431.1_HUMAN
ORTHOMCL17774	NP_066950.1_HUMAN
ORTHOMCL17775	NP_001310871.1_HUMAN
ORTHOMCL17776	NP_001795.2_HUMAN
ORTHOMCL17777	NP_003348.1_HUMAN
ORTHOMCL17778	NP_055022.2_HUMAN
ORTHOMCL17779	NP_067024.1_HUMAN
ORTHOMCL17780	NP_005133.2_HUMAN
ORTHOMCL17781	NP_001137467.1_HUMAN
ORTHOMCL17782	NP_113645.1_HUMAN
ORTHOMCL17783	XP_016873440.1_HUMAN
ORTHOMCL17784	NP_057666.1_HUMAN
ORTHOMCL17785	XP_011538386.1_HUMAN
ORTHOMCL17786	XP_011538050.1_HUMAN
ORTHOMCL17787	XP_005273790.1_HUMAN
ORTHOMCL17788	NP_683866.1_HUMAN
ORTHOMCL17789	NP_277051.3_HUMAN
ORTHOMCL17790	NP_001314.1_HUMAN
ORTHOMCL17791	XP_016873867.1_HUMAN
ORTHOMCL17792	NP_004283.2_HUMAN
ORTHOMCL17793	XP_011543705.1_HUMAN
ORTHOMCL17794	NP_001326.2_HUMAN
ORTHOMCL17795	XP_016872802.1_HUMAN
ORTHOMCL17796	NP_001304019.1_HUMAN
ORTHOMCL17797	NP_003368.1_HUMAN
ORTHOMCL17798	XP_011543072.1_HUMAN
ORTHOMCL17799	NP_619729.1_HUMAN
ORTHOMCL17800	NP_006128.1_HUMAN
ORTHOMCL17801	XP_011521890.1_HUMAN
ORTHOMCL17802	NP_071441.1_HUMAN
ORTHOMCL17803	NP_689850.2_HUMAN
ORTHOMCL17804	NP_001186700.1_HUMAN
ORTHOMCL17805	NP_057668.1_HUMAN
ORTHOMCL17806	XP_011537228.1_HUMAN
ORTHOMCL17807	NP_037383.1_HUMAN
ORTHOMCL17808	NP_005529.1_HUMAN
ORTHOMCL17809	XP_006719280.1_HUMAN
ORTHOMCL17810	NP_660203.3_HUMAN
ORTHOMCL17811	XP_005252742.2_HUMAN
ORTHOMCL17812	NP_004022.2_HUMAN
ORTHOMCL17813	XP_011529242.1_HUMAN
ORTHOMCL17814	XP_016873757.1_HUMAN
ORTHOMCL17815	NP_001008270.1_HUMAN
ORTHOMCL17816	XP_005249802.1_HUMAN
ORTHOMCL17817	XP_016868788.1_HUMAN
ORTHOMCL17818	NP_003232.2_HUMAN
ORTHOMCL17819	NP_001286.1_HUMAN
ORTHOMCL17820	XP_011532831.1_HUMAN
ORTHOMCL17821	NP_002181.1_HUMAN
ORTHOMCL17822	NP_005089.2_HUMAN
ORTHOMCL17823	NP_036224.1_HUMAN
ORTHOMCL17824	NP_005205.2_HUMAN
ORTHOMCL17825	XP_011510496.1_HUMAN
ORTHOMCL17826	NP_001275551.1_HUMAN
ORTHOMCL17827	XP_016858941.1_HUMAN
ORTHOMCL17828	NP_003844.1_HUMAN
ORTHOMCL17829	XP_016859478.1_HUMAN
ORTHOMCL17830	XP_016858800.1_HUMAN
ORTHOMCL17831	XP_005263954.1_HUMAN
ORTHOMCL17832	NP_079071.2_HUMAN
ORTHOMCL17833	NP_003275.1_HUMAN
ORTHOMCL17834	XP_016858969.1_HUMAN
ORTHOMCL17835	NP_079478.1_HUMAN
ORTHOMCL17836	XP_016859569.1_HUMAN
ORTHOMCL17837	NP_005009.2_HUMAN
ORTHOMCL17838	XP_011524546.1_HUMAN
ORTHOMCL17839	NP_001294852.1_HUMAN
ORTHOMCL17840	XP_011524553.1_HUMAN
ORTHOMCL17841	XP_011507585.1_HUMAN
ORTHOMCL17842	NP_001307147.1_HUMAN
ORTHOMCL17843	XP_011507931.1_HUMAN
ORTHOMCL17844	NP_000698.1_HUMAN
ORTHOMCL17846	XP_016858245.1_HUMAN
ORTHOMCL17847	NP_000441.2_HUMAN
ORTHOMCL17848	NP_001180353.1_HUMAN
ORTHOMCL17849	XP_011508266.2_HUMAN
ORTHOMCL17850	NP_000408.1_HUMAN
ORTHOMCL17851	NP_001994.2_HUMAN
ORTHOMCL17852	NP_006403.2_HUMAN
ORTHOMCL17853	XP_011537642.1_HUMAN
ORTHOMCL17854	XP_011516977.1_HUMAN
ORTHOMCL17855	NP_001034463.4_HUMAN
ORTHOMCL17856	XP_011516863.2_HUMAN
ORTHOMCL17857	NP_001013675.1_HUMAN
ORTHOMCL17858	NP_001269406.1_HUMAN
ORTHOMCL17859	XP_011516996.1_HUMAN
ORTHOMCL17860	XP_005263696.1_HUMAN
ORTHOMCL17862	NP_006084.2_HUMAN
ORTHOMCL17863	NP_002719.3_HUMAN
ORTHOMCL17864	NP_938195.1_HUMAN
ORTHOMCL17865	NP_001263193.1_HUMAN
ORTHOMCL17866	XP_011527540.1_HUMAN
ORTHOMCL17867	NP_665705.1_HUMAN
ORTHOMCL17868	XP_011527630.1_HUMAN
ORTHOMCL17869	NP_068659.1_HUMAN
ORTHOMCL17870	NP_001810.2_HUMAN
ORTHOMCL17871	NP_689666.2_HUMAN
ORTHOMCL17872	NP_987090.2_HUMAN
ORTHOMCL17873	NP_001159449.1_HUMAN
ORTHOMCL17874	NP_005425.1_HUMAN
ORTHOMCL17875	NP_115883.2_HUMAN
ORTHOMCL17876	NP_000566.3_HUMAN
ORTHOMCL17877	NP_001243467.1_HUMAN
ORTHOMCL17879	NP_570612.1_HUMAN
ORTHOMCL17880	NP_542177.1_HUMAN
ORTHOMCL17881	NP_536737.3_HUMAN
ORTHOMCL17882	NP_112193.1_HUMAN
ORTHOMCL17883	NP_079503.1_HUMAN
ORTHOMCL17884	NP_848561.2_HUMAN
ORTHOMCL17885	NP_110403.2_HUMAN
ORTHOMCL17886	NP_848551.1_HUMAN
ORTHOMCL17887	NP_065974.1_HUMAN
ORTHOMCL17888	NP_002668.1_HUMAN
ORTHOMCL17889	NP_001073995.1_HUMAN
ORTHOMCL17890	NP_001435.1_HUMAN
ORTHOMCL17891	NP_060901.2_HUMAN
ORTHOMCL17892	NP_005172.1_HUMAN
ORTHOMCL17893	NP_002783.1_HUMAN
ORTHOMCL17894	XP_011526996.1_HUMAN
ORTHOMCL17895	NP_006395.2_HUMAN
ORTHOMCL17896	NP_003872.1_HUMAN
ORTHOMCL17897	XP_016862041.1_HUMAN
ORTHOMCL17898	NP_542452.1_HUMAN
ORTHOMCL17899	NP_000577.2_HUMAN
ORTHOMCL17900	NP_660329.1_HUMAN
ORTHOMCL17901	NP_000873.2_HUMAN
ORTHOMCL17902	NP_001185839.1_HUMAN
ORTHOMCL17903	XP_016861874.1_HUMAN
ORTHOMCL17904	NP_001008394.1_HUMAN
ORTHOMCL17905	NP_057051.3_HUMAN
ORTHOMCL17906	XP_011539585.1_HUMAN
ORTHOMCL17907	NP_001008536.1_HUMAN
ORTHOMCL17909	NP_001010857.1_HUMAN
ORTHOMCL17910	NP_001010979.1_HUMAN
ORTHOMCL17911	NP_076924.1_HUMAN
ORTHOMCL17912	NP_060388.2_HUMAN
ORTHOMCL17913	NP_059115.1_HUMAN
ORTHOMCL17914	XP_005245014.1_HUMAN
ORTHOMCL17915	NP_057262.2_HUMAN
ORTHOMCL17916	XP_011507723.1_HUMAN
ORTHOMCL17917	XP_006711547.2_HUMAN
ORTHOMCL17918	NP_001071087.1_HUMAN
ORTHOMCL17919	NP_112222.1_HUMAN
ORTHOMCL17920	XP_011516492.1_HUMAN
ORTHOMCL17921	NP_001235.1_HUMAN
ORTHOMCL17922	XP_005251673.1_HUMAN
ORTHOMCL17923	NP_976044.2_HUMAN
ORTHOMCL17924	XP_006716956.1_HUMAN
ORTHOMCL17925	NP_055265.1_HUMAN
ORTHOMCL17926	XP_011516046.1_HUMAN
ORTHOMCL17927	XP_016856765.1_HUMAN
ORTHOMCL17928	NP_065692.2_HUMAN
ORTHOMCL17929	NP_006753.1_HUMAN
ORTHOMCL17930	NP_006465.3_HUMAN
ORTHOMCL17931	NP_001234.3_HUMAN
ORTHOMCL17932	NP_002361.1_HUMAN
ORTHOMCL17933	NP_006360.3_HUMAN
ORTHOMCL17934	NP_689418.2_HUMAN
ORTHOMCL17935	XP_005245949.1_HUMAN
ORTHOMCL17936	XP_011540257.1_HUMAN
ORTHOMCL17937	NP_036532.1_HUMAN
ORTHOMCL17938	NP_001303651.1_HUMAN
ORTHOMCL17939	NP_001288754.1_HUMAN
ORTHOMCL17940	NP_001073907.1_HUMAN
ORTHOMCL17941	NP_001137384.1_HUMAN
ORTHOMCL17942	XP_016867282.1_HUMAN
ORTHOMCL17943	XP_016855605.1_HUMAN
ORTHOMCL17944	NP_079124.1_HUMAN
ORTHOMCL17945	XP_011540518.1_HUMAN
ORTHOMCL17946	XP_011540376.1_HUMAN
ORTHOMCL17947	XP_011512086.1_HUMAN
ORTHOMCL17948	NP_714928.1_HUMAN
ORTHOMCL17949	XP_011512057.1_HUMAN
ORTHOMCL17950	XP_011511981.1_HUMAN
ORTHOMCL17951	NP_112221.1_HUMAN
ORTHOMCL17952	NP_689614.2_HUMAN
ORTHOMCL17953	NP_001803.2_HUMAN
ORTHOMCL17954	XP_016863507.1_HUMAN
ORTHOMCL17955	NP_004253.1_HUMAN
ORTHOMCL17956	NP_005411.1_HUMAN
ORTHOMCL17957	XP_006714119.1_HUMAN
ORTHOMCL17958	NP_057603.1_HUMAN
ORTHOMCL17959	NP_004958.2_HUMAN
ORTHOMCL17960	NP_057329.3_HUMAN
ORTHOMCL17961	NP_001160165.1_HUMAN
ORTHOMCL17962	NP_932069.1_HUMAN
ORTHOMCL17963	NP_000468.1_HUMAN
ORTHOMCL17964	NP_001423.1_HUMAN
ORTHOMCL17965	NP_001648.1_HUMAN
ORTHOMCL17966	NP_002407.1_HUMAN
ORTHOMCL17967	NP_110392.1_HUMAN
ORTHOMCL17968	NP_001014358.1_HUMAN
ORTHOMCL17969	XP_011513742.1_HUMAN
ORTHOMCL17970	NP_001273144.1_HUMAN
ORTHOMCL17971	NP_115540.2_HUMAN
ORTHOMCL17972	NP_004117.1_HUMAN
ORTHOMCL17973	XP_011514578.1_HUMAN
ORTHOMCL17974	NP_065102.1_HUMAN
ORTHOMCL17975	NP_036304.2_HUMAN
ORTHOMCL17976	NP_000931.1_HUMAN
ORTHOMCL17977	NP_660311.1_HUMAN
ORTHOMCL17978	NP_037425.1_HUMAN
ORTHOMCL17979	XP_005250224.1_HUMAN
ORTHOMCL17980	NP_071433.3_HUMAN
ORTHOMCL17981	NP_000411.1_HUMAN
ORTHOMCL17982	NP_849151.2_HUMAN
ORTHOMCL17983	NP_001013657.3_HUMAN
ORTHOMCL17984	XP_005250004.1_HUMAN
ORTHOMCL17985	NP_037384.1_HUMAN
ORTHOMCL17986	NP_055300.1_HUMAN
ORTHOMCL17987	NP_115695.1_HUMAN
ORTHOMCL17988	NP_872342.2_HUMAN
ORTHOMCL17989	NP_001119600.1_HUMAN
ORTHOMCL17990	XP_016874173.1_HUMAN
ORTHOMCL17991	XP_011519289.1_HUMAN
ORTHOMCL17992	NP_002277.4_HUMAN
ORTHOMCL17993	NP_525126.2_HUMAN
ORTHOMCL17994	NP_001186734.1_HUMAN
ORTHOMCL17995	NP_001772.1_HUMAN
ORTHOMCL17996	NP_001123470.1_HUMAN
ORTHOMCL17997	XP_005253439.1_HUMAN
ORTHOMCL17998	XP_006719092.1_HUMAN
ORTHOMCL17999	NP_002534.1_HUMAN
ORTHOMCL18000	NP_003642.3_HUMAN
ORTHOMCL18001	NP_076411.1_HUMAN
ORTHOMCL18002	XP_005253478.1_HUMAN
ORTHOMCL18003	NP_066549.2_HUMAN
ORTHOMCL18004	NP_001177768.1_HUMAN
ORTHOMCL18005	XP_016875665.1_HUMAN
ORTHOMCL18006	XP_006719166.1_HUMAN
ORTHOMCL18007	XP_016875721.1_HUMAN
ORTHOMCL18008	NP_002333.1_HUMAN
ORTHOMCL18009	NP_001056.1_HUMAN
ORTHOMCL18010	NP_689687.1_HUMAN
ORTHOMCL18011	NP_005610.1_HUMAN
ORTHOMCL18012	XP_011524776.1_HUMAN
ORTHOMCL18013	NP_003361.1_HUMAN
ORTHOMCL18014	NP_002507.1_HUMAN
ORTHOMCL18015	XP_011525560.1_HUMAN
ORTHOMCL18016	NP_001026919.2_HUMAN
ORTHOMCL18017	NP_277055.1_HUMAN
ORTHOMCL18018	NP_060950.3_HUMAN
ORTHOMCL18019	XP_005255280.2_HUMAN
ORTHOMCL18020	XP_011544085.1_HUMAN
ORTHOMCL18021	NP_005037.1_HUMAN
ORTHOMCL18022	NP_003347.1_HUMAN
ORTHOMCL18023	NP_001171569.1_HUMAN
ORTHOMCL18024	NP_001014989.2_HUMAN
ORTHOMCL18025	NP_851565.4_HUMAN
ORTHOMCL18026	XP_011544128.1_HUMAN
ORTHOMCL18027	XP_011525026.1_HUMAN
ORTHOMCL18028	XP_005259492.1_HUMAN
ORTHOMCL18029	NP_061986.1_HUMAN
ORTHOMCL18030	NP_001005339.1_HUMAN
ORTHOMCL18031	XP_016879014.1_HUMAN
ORTHOMCL18032	NP_776167.2_HUMAN
ORTHOMCL18033	XP_005253267.1_HUMAN
ORTHOMCL18034	NP_003451.1_HUMAN
ORTHOMCL18035	NP_777584.1_HUMAN
ORTHOMCL18036	NP_065694.2_HUMAN
ORTHOMCL18037	NP_065693.2_HUMAN
ORTHOMCL18038	XP_016872659.1_HUMAN
ORTHOMCL18039	XP_011529638.1_HUMAN
ORTHOMCL18040	XP_011529632.1_HUMAN
ORTHOMCL18041	NP_001718.1_HUMAN
ORTHOMCL18042	NP_000065.1_HUMAN
ORTHOMCL18043	NP_001156793.2_HUMAN
ORTHOMCL18044	NP_006866.2_HUMAN
ORTHOMCL18045	NP_853510.1_HUMAN
ORTHOMCL18046	XP_011542199.1_HUMAN
ORTHOMCL18047	NP_076423.2_HUMAN
ORTHOMCL18048	NP_001018025.1_HUMAN
ORTHOMCL18049	NP_001002254.1_HUMAN
ORTHOMCL18050	NP_619648.1_HUMAN
ORTHOMCL18051	XP_006724751.1_HUMAN
ORTHOMCL18052	XP_006724746.1_HUMAN
ORTHOMCL18053	NP_036410.1_HUMAN
ORTHOMCL18054	NP_061028.3_HUMAN
ORTHOMCL18055	NP_001073954.3_HUMAN
ORTHOMCL18056	NP_542432.2_HUMAN
ORTHOMCL18057	XP_016884770.1_HUMAN
ORTHOMCL18058	NP_004460.1_HUMAN
ORTHOMCL18059	XP_016884772.1_HUMAN
ORTHOMCL18060	NP_000045.1_HUMAN
ORTHOMCL18061	XP_016876301.1_HUMAN
ORTHOMCL18062	NP_060875.2_HUMAN
ORTHOMCL18063	XP_016868805.1_HUMAN
ORTHOMCL18064	NP_002155.1_HUMAN
ORTHOMCL18065	NP_003855.1_HUMAN
ORTHOMCL18066	XP_016864390.1_HUMAN
ORTHOMCL18067	XP_011529873.1_HUMAN
ORTHOMCL18068	XP_016864040.1_HUMAN
ORTHOMCL18069	NP_068605.1_HUMAN
ORTHOMCL18070	NP_000576.1_HUMAN
ORTHOMCL18071	XP_011521662.1_HUMAN
ORTHOMCL18072	NP_116324.1_HUMAN
ORTHOMCL18073	NP_005945.1_HUMAN
ORTHOMCL18074	NP_002987.1_HUMAN
ORTHOMCL18075	XP_016879020.1_HUMAN
ORTHOMCL18076	XP_016879019.1_HUMAN
ORTHOMCL18077	NP_001252516.1_HUMAN
ORTHOMCL18078	NP_001182053.1_HUMAN
ORTHOMCL18079	XP_011521103.1_HUMAN
ORTHOMCL18080	NP_002792.1_HUMAN
ORTHOMCL18081	NP_085056.2_HUMAN
ORTHOMCL18082	NP_001186135.1_HUMAN
ORTHOMCL18083	NP_077021.1_HUMAN
ORTHOMCL18084	NP_777587.1_HUMAN
ORTHOMCL18085	XP_011541031.1_HUMAN
ORTHOMCL18086	XP_016873830.1_HUMAN
ORTHOMCL18087	NP_542390.2_HUMAN
ORTHOMCL18088	NP_001304947.1_HUMAN
ORTHOMCL18089	NP_001549.2_HUMAN
ORTHOMCL18090	XP_016874032.1_HUMAN
ORTHOMCL18091	NP_001138346.1_HUMAN
ORTHOMCL18092	XP_011541304.1_HUMAN
ORTHOMCL18094	NP_078966.2_HUMAN
ORTHOMCL18095	NP_001293097.1_HUMAN
ORTHOMCL18096	NP_001017361.1_HUMAN
ORTHOMCL18097	XP_016877420.1_HUMAN
ORTHOMCL18098	NP_001073976.1_HUMAN
ORTHOMCL18099	NP_055279.3_HUMAN
ORTHOMCL18100	XP_016870576.1_HUMAN
ORTHOMCL18101	XP_005247711.1_HUMAN
ORTHOMCL18102	NP_219479.2_HUMAN
ORTHOMCL18103	NP_060271.1_HUMAN
ORTHOMCL18104	NP_001035522.1_HUMAN
ORTHOMCL18105	XP_011511042.1_HUMAN
ORTHOMCL18106	NP_005768.1_HUMAN
ORTHOMCL18107	NP_940964.1_HUMAN
ORTHOMCL18108	NP_776250.2_HUMAN
ORTHOMCL18109	NP_004336.3_HUMAN
ORTHOMCL18110	XP_016882368.1_HUMAN
ORTHOMCL18111	NP_001078906.2_HUMAN
ORTHOMCL18112	XP_006719244.1_HUMAN
ORTHOMCL18113	NP_112600.1_HUMAN
ORTHOMCL18114	NP_001230097.1_HUMAN
ORTHOMCL18115	NP_659454.2_HUMAN
ORTHOMCL18116	NP_001155088.2_HUMAN
ORTHOMCL18117	XP_011507420.1_HUMAN
ORTHOMCL18118	NP_000551.1_HUMAN
ORTHOMCL18119	XP_005260148.1_HUMAN
ORTHOMCL18120	NP_006389.2_HUMAN
ORTHOMCL18121	NP_663627.1_HUMAN
ORTHOMCL18122	NP_877438.2_HUMAN
ORTHOMCL18123	NP_055393.1_HUMAN
ORTHOMCL18125	NP_001275675.1_HUMAN
ORTHOMCL18126	XP_016876518.1_HUMAN
ORTHOMCL18127	NP_620172.2_HUMAN
ORTHOMCL18128	NP_071431.2_HUMAN
ORTHOMCL18129	NP_112195.2_HUMAN
ORTHOMCL18130	XP_011538547.1_HUMAN
ORTHOMCL18131	NP_067680.3_HUMAN
ORTHOMCL18132	NP_001171795.1_HUMAN
ORTHOMCL18133	NP_003107.1_HUMAN
ORTHOMCL18134	NP_001269473.1_HUMAN
ORTHOMCL18136	NP_001001968.1_HUMAN
ORTHOMCL18137	NP_683695.1_HUMAN
ORTHOMCL18138	NP_001007562.1_HUMAN
ORTHOMCL18139	NP_001129957.1_HUMAN
ORTHOMCL18140	XP_006721016.1_HUMAN
ORTHOMCL18141	NP_788086.2_HUMAN
ORTHOMCL18143	NP_001013765.2_HUMAN
ORTHOMCL18144	NP_940914.1_HUMAN
ORTHOMCL18145	NP_001007564.1_HUMAN
ORTHOMCL18146	NP_060643.2_HUMAN
ORTHOMCL18147	NP_291027.3_HUMAN
ORTHOMCL18148	NP_006111.2_HUMAN
ORTHOMCL18149	NP_001137440.1_HUMAN
ORTHOMCL18150	NP_001269239.1_HUMAN
ORTHOMCL18151	NP_113618.2_HUMAN
ORTHOMCL18152	NP_703147.2_HUMAN
ORTHOMCL18153	NP_071393.2_HUMAN
ORTHOMCL18154	NP_005314.2_HUMAN
ORTHOMCL18155	NP_060125.4_HUMAN
ORTHOMCL18156	XP_011543294.1_HUMAN
ORTHOMCL18157	NP_149097.1_HUMAN
ORTHOMCL18158	NP_006638.1_HUMAN
ORTHOMCL18159	XP_005272986.1_HUMAN
ORTHOMCL18160	XP_016862194.1_HUMAN
