ORTHOMCL420	2077725)]_AMEIU(
ORTHOMCL15458	rna-XM_027140678.1_TACHY(
ORTHOMCL15459	rna-XM_027151035.1_TACHY(
ORTHOMCL15460	rna-XM_027151351.1_TACHY(
ORTHOMCL15461	rna-XM_027155325.1_TACHY(
ORTHOMCL15464	12754233)]_AMEIU(
ORTHOMCL15466	18142638)]_AMEIU(
ORTHOMCL15467	24675307))]_AMEIU(
ORTHOMCL15468	28816399))]_AMEIU(
ORTHOMCL15469	29664403))]_AMEIU(
ORTHOMCL15470	4431614))]_AMEIU(
ORTHOMCL15471	5083398]_AMEIU(
ORTHOMCL15472	6069675)]_TAKIF(
ORTHOMCL15473	7618209]_AMEIU(
ORTHOMCL15878	augustus-utg000001l_pilon-processed-gene-12.4-mRNA-1_PANGA(
ORTHOMCL15879	augustus-utg000004l_pilon-processed-gene-2.3-mRNA-1_PANGA(
ORTHOMCL15880	augustus-utg000024l_pilon-processed-gene-6.12-mRNA-1_PANGA(
ORTHOMCL15881	augustus-utg000026l_pilon-processed-gene-10.0-mRNA-1_PANGA(
ORTHOMCL15882	augustus-utg000026l_pilon-processed-gene-25.9-mRNA-1_PANGA(
ORTHOMCL15883	augustus-utg000032l_pilon-processed-gene-2.21-mRNA-1_PANGA(
ORTHOMCL15884	augustus-utg000037l_pilon-processed-gene-0.7-mRNA-1_PANGA(
ORTHOMCL15885	augustus-utg000040l_pilon-processed-gene-25.10-mRNA-1_PANGA(
ORTHOMCL15886	augustus-utg000066l_pilon-processed-gene-2.2-mRNA-1_PANGA(
ORTHOMCL15887	augustus-utg000080l_pilon-processed-gene-2.10-mRNA-1_PANGA(
ORTHOMCL15888	augustus-utg000092l_pilon-processed-gene-13.0-mRNA-1_PANGA(
ORTHOMCL15889	augustus-utg000092l_pilon-processed-gene-14.19-mRNA-1_PANGA(
ORTHOMCL15890	augustus-utg000092l_pilon-processed-gene-6.2-mRNA-1_PANGA(
ORTHOMCL15891	augustus-utg000095l_pilon-processed-gene-3.14-mRNA-1_PANGA(
ORTHOMCL15892	augustus-utg000111l_pilon-processed-gene-8.0-mRNA-1_PANGA(
ORTHOMCL15893	augustus-utg000121l_pilon-processed-gene-1.27-mRNA-1_PANGA(
ORTHOMCL15894	augustus-utg000128l_pilon-processed-gene-0.1-mRNA-1_PANGA(
ORTHOMCL15895	augustus-utg000134l_pilon-processed-gene-10.4-mRNA-1_PANGA(
ORTHOMCL15896	augustus-utg000139l_pilon-processed-gene-0.6-mRNA-1_PANGA(
ORTHOMCL15897	augustus-utg000143l_pilon-processed-gene-3.13-mRNA-1_PANGA(
ORTHOMCL15898	augustus-utg000161l_pilon-processed-gene-14.5-mRNA-1_PANGA(
ORTHOMCL15899	augustus-utg000170l_pilon-processed-gene-7.9-mRNA-1_PANGA(
ORTHOMCL15900	augustus-utg000179l_pilon-processed-gene-0.13-mRNA-1_PANGA(
ORTHOMCL15901	augustus-utg000197l_pilon-processed-gene-6.1-mRNA-1_PANGA(
ORTHOMCL15902	augustus-utg000199l_pilon-processed-gene-0.3-mRNA-1_PANGA(
ORTHOMCL15903	augustus-utg000217l_pilon-processed-gene-0.2-mRNA-1_PANGA(
ORTHOMCL15904	augustus-utg000236l_pilon-processed-gene-0.4-mRNA-1_PANGA(
ORTHOMCL15905	augustus-utg000246l_pilon-processed-gene-2.5-mRNA-1_PANGA(
ORTHOMCL15906	augustus-utg000270l_pilon-processed-gene-0.10-mRNA-1_PANGA(
ORTHOMCL15907	augustus-utg000276l_pilon-processed-gene-7.3-mRNA-1_PANGA(
ORTHOMCL15908	augustus-utg000280l_pilon-processed-gene-4.4-mRNA-1_PANGA(
ORTHOMCL15909	augustus-utg000293l_pilon-processed-gene-0.8-mRNA-1_PANGA(
ORTHOMCL15910	augustus-utg000327l_pilon-processed-gene-2.22-mRNA-1_PANGA(
ORTHOMCL15911	augustus-utg000338l_pilon-processed-gene-11.13-mRNA-1_PANGA(
ORTHOMCL15912	augustus-utg000352l_pilon-processed-gene-0.34-mRNA-1_PANGA(
ORTHOMCL15913	augustus-utg000356l_pilon-processed-gene-1.24-mRNA-1_PANGA(
ORTHOMCL15914	augustus-utg000357l_pilon-processed-gene-7.6-mRNA-1_PANGA(
ORTHOMCL15915	augustus-utg000375l_pilon-processed-gene-1.32-mRNA-1_PANGA(
ORTHOMCL15916	augustus-utg000387l_pilon-processed-gene-2.2-mRNA-1_PANGA(
ORTHOMCL15917	augustus-utg000389l_pilon-processed-gene-5.14-mRNA-1_PANGA(
ORTHOMCL15918	augustus-utg000406l_pilon-processed-gene-9.8-mRNA-1_PANGA(
ORTHOMCL15919	augustus-utg000412l_pilon-processed-gene-3.9-mRNA-1_PANGA(
ORTHOMCL15920	augustus-utg000455l_pilon-processed-gene-2.31-mRNA-1_PANGA(
ORTHOMCL15921	augustus-utg000536l_pilon-processed-gene-2.4-mRNA-1_PANGA(
ORTHOMCL15922	augustus-utg000544l_pilon-processed-gene-2.1-mRNA-1_PANGA(
ORTHOMCL15923	lcl|CM022752.1_cds_KAF4093264.1_26_AMEIU(
ORTHOMCL15924	lcl|CM022752.1_cds_KAF4093482.1_245_AMEIU(
ORTHOMCL15925	lcl|CM022752.1_cds_KAF4093502.1_255_AMEIU(
ORTHOMCL15926	lcl|CM022752.1_cds_KAF4093651.1_434_AMEIU(
ORTHOMCL15927	lcl|CM022752.1_cds_KAF4093664.1_419_AMEIU(
ORTHOMCL15928	lcl|CM022752.1_cds_KAF4093672.1_409_AMEIU(
ORTHOMCL15929	lcl|CM022752.1_cds_KAF4093689.1_443_AMEIU(
ORTHOMCL15930	lcl|CM022752.1_cds_KAF4093907.1_646_AMEIU(
ORTHOMCL15931	lcl|CM022752.1_cds_KAF4093908.1_647_AMEIU(
ORTHOMCL15932	lcl|CM022752.1_cds_KAF4094195.1_985_AMEIU(
ORTHOMCL15933	lcl|CM022752.1_cds_KAF4094289.1_1058_AMEIU(
ORTHOMCL15934	lcl|CM022752.1_cds_KAF4094410.1_1168_AMEIU(
ORTHOMCL15935	lcl|CM022752.1_cds_KAF4094416.1_1180_AMEIU(
ORTHOMCL15936	lcl|CM022752.1_cds_KAF4094440.1_1191_AMEIU(
ORTHOMCL15937	lcl|CM022753.1_cds_KAF4092079.1_1365_AMEIU(
ORTHOMCL15938	lcl|CM022753.1_cds_KAF4092091.1_1387_AMEIU(
ORTHOMCL15939	lcl|CM022753.1_cds_KAF4092199.1_1490_AMEIU(
ORTHOMCL15940	lcl|CM022753.1_cds_KAF4092563.1_1850_AMEIU(
ORTHOMCL15941	lcl|CM022753.1_cds_KAF4092925.1_2169_AMEIU(
ORTHOMCL15942	lcl|CM022753.1_cds_KAF4093166.1_2406_AMEIU(
ORTHOMCL15943	lcl|CM022753.1_cds_KAF4093192.1_2522_AMEIU(
ORTHOMCL15944	lcl|CM022753.1_cds_KAF4093201.1_2509_AMEIU(
ORTHOMCL15945	lcl|CM022753.1_cds_KAF4093204.1_2512_AMEIU(
ORTHOMCL15946	lcl|CM022753.1_cds_KAF4093217.1_2483_AMEIU(
ORTHOMCL15947	lcl|CM022754.1_cds_KAF4090864.1_2553_AMEIU(
ORTHOMCL15948	lcl|CM022754.1_cds_KAF4091066.1_2753_AMEIU(
ORTHOMCL15949	lcl|CM022754.1_cds_KAF4091496.1_3190_AMEIU(
ORTHOMCL15950	lcl|CM022754.1_cds_KAF4091558.1_3253_AMEIU(
ORTHOMCL15951	lcl|CM022754.1_cds_KAF4091869.1_3527_AMEIU(
ORTHOMCL15952	lcl|CM022755.1_cds_KAF4090045.1_3863_AMEIU(
ORTHOMCL15953	lcl|CM022755.1_cds_KAF4090104.1_3919_AMEIU(
ORTHOMCL15954	lcl|CM022755.1_cds_KAF4090130.1_3944_AMEIU(
ORTHOMCL15955	lcl|CM022755.1_cds_KAF4090457.1_4326_AMEIU(
ORTHOMCL15956	lcl|CM022756.1_cds_KAF4088595.1_4661_AMEIU(
ORTHOMCL15957	lcl|CM022756.1_cds_KAF4088694.1_4762_AMEIU(
ORTHOMCL15958	lcl|CM022756.1_cds_KAF4088751.1_4816_AMEIU(
ORTHOMCL15959	lcl|CM022756.1_cds_KAF4088824.1_4889_AMEIU(
ORTHOMCL15960	lcl|CM022756.1_cds_KAF4088989.1_5046_AMEIU(
ORTHOMCL15961	lcl|CM022756.1_cds_KAF4089024.1_5087_AMEIU(
ORTHOMCL15962	lcl|CM022756.1_cds_KAF4089071.1_5134_AMEIU(
ORTHOMCL15963	lcl|CM022756.1_cds_KAF4089102.1_5181_AMEIU(
ORTHOMCL15964	lcl|CM022756.1_cds_KAF4089212.1_5226_AMEIU(
ORTHOMCL15965	lcl|CM022756.1_cds_KAF4089219.1_5239_AMEIU(
ORTHOMCL15966	lcl|CM022756.1_cds_KAF4089244.1_5315_AMEIU(
ORTHOMCL15967	lcl|CM022756.1_cds_KAF4089719.1_5787_AMEIU(
ORTHOMCL15968	lcl|CM022757.1_cds_KAF4087447.1_5875_AMEIU(
ORTHOMCL15969	lcl|CM022757.1_cds_KAF4087501.1_5934_AMEIU(
ORTHOMCL15970	lcl|CM022757.1_cds_KAF4087556.1_5982_AMEIU(
ORTHOMCL15971	lcl|CM022757.1_cds_KAF4087807.1_6233_AMEIU(
ORTHOMCL15972	lcl|CM022757.1_cds_KAF4088039.1_6460_AMEIU(
ORTHOMCL15973	lcl|CM022757.1_cds_KAF4088067.1_6499_AMEIU(
ORTHOMCL15974	lcl|CM022757.1_cds_KAF4088072.1_6506_AMEIU(
ORTHOMCL15975	lcl|CM022757.1_cds_KAF4088078.1_6498_AMEIU(
ORTHOMCL15976	lcl|CM022757.1_cds_KAF4088113.1_6534_AMEIU(
ORTHOMCL15977	lcl|CM022757.1_cds_KAF4088128.1_6572_AMEIU(
ORTHOMCL15978	lcl|CM022757.1_cds_KAF4088228.1_6650_AMEIU(
ORTHOMCL15979	lcl|CM022757.1_cds_KAF4088258.1_6708_AMEIU(
ORTHOMCL15980	lcl|CM022757.1_cds_KAF4088416.1_6767_AMEIU(
ORTHOMCL15981	lcl|CM022757.1_cds_KAF4088559.1_6992_AMEIU(
ORTHOMCL15982	lcl|CM022758.1_cds_KAF4086600.1_7105_AMEIU(
ORTHOMCL15983	lcl|CM022758.1_cds_KAF4086641.1_7141_AMEIU(
ORTHOMCL15984	lcl|CM022758.1_cds_KAF4086705.1_7202_AMEIU(
ORTHOMCL15985	lcl|CM022758.1_cds_KAF4086956.1_7438_AMEIU(
ORTHOMCL15986	lcl|CM022758.1_cds_KAF4087412.1_7912_AMEIU(
ORTHOMCL15987	lcl|CM022759.1_cds_KAF4085720.1_8192_AMEIU(
ORTHOMCL15988	lcl|CM022759.1_cds_KAF4086180.1_8621_AMEIU(
ORTHOMCL15989	lcl|CM022759.1_cds_KAF4086352.1_8818_AMEIU(
ORTHOMCL15990	lcl|CM022760.1_cds_KAF4084611.1_9039_AMEIU(
ORTHOMCL15991	lcl|CM022760.1_cds_KAF4084652.1_9103_AMEIU(
ORTHOMCL15992	lcl|CM022760.1_cds_KAF4084700.1_9138_AMEIU(
ORTHOMCL15993	lcl|CM022760.1_cds_KAF4084751.1_9201_AMEIU(
ORTHOMCL15994	lcl|CM022760.1_cds_KAF4084871.1_9314_AMEIU(
ORTHOMCL15995	lcl|CM022760.1_cds_KAF4084911.1_9357_AMEIU(
ORTHOMCL15996	lcl|CM022760.1_cds_KAF4085238.1_9684_AMEIU(
ORTHOMCL15997	lcl|CM022760.1_cds_KAF4085294.1_9720_AMEIU(
ORTHOMCL15998	lcl|CM022761.1_cds_KAF4083874.1_10158_AMEIU(
ORTHOMCL15999	lcl|CM022761.1_cds_KAF4083875.1_10159_AMEIU(
ORTHOMCL16000	lcl|CM022761.1_cds_KAF4083889.1_10180_AMEIU(
ORTHOMCL16001	lcl|CM022761.1_cds_KAF4083900.1_10192_AMEIU(
ORTHOMCL16002	lcl|CM022761.1_cds_KAF4084101.1_10384_AMEIU(
ORTHOMCL16003	lcl|CM022761.1_cds_KAF4084456.1_10749_AMEIU(
ORTHOMCL16004	lcl|CM022762.1_cds_KAF4082803.1_10890_AMEIU(
ORTHOMCL16005	lcl|CM022762.1_cds_KAF4082938.1_11018_AMEIU(
ORTHOMCL16006	lcl|CM022762.1_cds_KAF4083515.1_11595_AMEIU(
ORTHOMCL16007	lcl|CM022763.1_cds_KAF4081838.1_11745_AMEIU(
ORTHOMCL16008	lcl|CM022763.1_cds_KAF4081921.1_11825_AMEIU(
ORTHOMCL16009	lcl|CM022763.1_cds_KAF4082181.1_12088_AMEIU(
ORTHOMCL16010	lcl|CM022763.1_cds_KAF4082366.1_12261_AMEIU(
ORTHOMCL16011	lcl|CM022763.1_cds_KAF4082565.1_12467_AMEIU(
ORTHOMCL16012	lcl|CM022764.1_cds_KAF4081077.1_12802_AMEIU(
ORTHOMCL16013	lcl|CM022764.1_cds_KAF4081107.1_12830_AMEIU(
ORTHOMCL16014	lcl|CM022764.1_cds_KAF4081133.1_12861_AMEIU(
ORTHOMCL16015	lcl|CM022764.1_cds_KAF4081322.1_13040_AMEIU(
ORTHOMCL16016	lcl|CM022764.1_cds_KAF4081492.1_13213_AMEIU(
ORTHOMCL16017	lcl|CM022764.1_cds_KAF4081658.1_13382_AMEIU(
ORTHOMCL16018	lcl|CM022764.1_cds_KAF4081691.1_13423_AMEIU(
ORTHOMCL16019	lcl|CM022765.1_cds_KAF4080013.1_13546_AMEIU(
ORTHOMCL16020	lcl|CM022765.1_cds_KAF4080113.1_13648_AMEIU(
ORTHOMCL16021	lcl|CM022765.1_cds_KAF4080134.1_13668_AMEIU(
ORTHOMCL16022	lcl|CM022765.1_cds_KAF4080145.1_13675_AMEIU(
ORTHOMCL16023	lcl|CM022765.1_cds_KAF4080280.1_13810_AMEIU(
ORTHOMCL16024	lcl|CM022765.1_cds_KAF4080286.1_13821_AMEIU(
ORTHOMCL16025	lcl|CM022765.1_cds_KAF4080330.1_13860_AMEIU(
ORTHOMCL16026	lcl|CM022765.1_cds_KAF4080351.1_13872_AMEIU(
ORTHOMCL16027	lcl|CM022765.1_cds_KAF4080458.1_13998_AMEIU(
ORTHOMCL16028	lcl|CM022765.1_cds_KAF4080498.1_14039_AMEIU(
ORTHOMCL16029	lcl|CM022765.1_cds_KAF4080663.1_14192_AMEIU(
ORTHOMCL16030	lcl|CM022765.1_cds_KAF4080684.1_14211_AMEIU(
ORTHOMCL16031	lcl|CM022765.1_cds_KAF4080746.1_14280_AMEIU(
ORTHOMCL16032	lcl|CM022765.1_cds_KAF4080819.1_14354_AMEIU(
ORTHOMCL16033	lcl|CM022765.1_cds_KAF4080874.1_14409_AMEIU(
ORTHOMCL16034	lcl|CM022766.1_cds_KAF4079565.1_14657_AMEIU(
ORTHOMCL16035	lcl|CM022767.1_cds_KAF4078910.1_15293_AMEIU(
ORTHOMCL16036	lcl|CM022767.1_cds_KAF4079003.1_15377_AMEIU(
ORTHOMCL16037	lcl|CM022767.1_cds_KAF4079153.1_15539_AMEIU(
ORTHOMCL16038	lcl|CM022768.1_cds_KAF4077805.1_15749_AMEIU(
ORTHOMCL16039	lcl|CM022768.1_cds_KAF4077847.1_15789_AMEIU(
ORTHOMCL16040	lcl|CM022768.1_cds_KAF4077978.1_15922_AMEIU(
ORTHOMCL16041	lcl|CM022768.1_cds_KAF4078364.1_16307_AMEIU(
ORTHOMCL16042	lcl|CM022768.1_cds_KAF4078373.1_16319_AMEIU(
ORTHOMCL16043	lcl|CM022768.1_cds_KAF4078396.1_16324_AMEIU(
ORTHOMCL16044	lcl|CM022768.1_cds_KAF4078404.1_16346_AMEIU(
ORTHOMCL16045	lcl|CM022768.1_cds_KAF4078442.1_16395_AMEIU(
ORTHOMCL16046	lcl|CM022768.1_cds_KAF4078524.1_16470_AMEIU(
ORTHOMCL16047	lcl|CM022768.1_cds_KAF4078532.1_16471_AMEIU(
ORTHOMCL16048	lcl|CM022769.1_cds_KAF4076923.1_16663_AMEIU(
ORTHOMCL16049	lcl|CM022769.1_cds_KAF4077256.1_16998_AMEIU(
ORTHOMCL16050	lcl|CM022769.1_cds_KAF4077431.1_17164_AMEIU(
ORTHOMCL16051	lcl|CM022769.1_cds_KAF4077639.1_17381_AMEIU(
ORTHOMCL16052	lcl|CM022770.1_cds_KAF4076518.1_17819_AMEIU(
ORTHOMCL16053	lcl|CM022770.1_cds_KAF4076569.1_17873_AMEIU(
ORTHOMCL16054	lcl|CM022770.1_cds_KAF4076764.1_18070_AMEIU(
ORTHOMCL16055	lcl|CM022771.1_cds_KAF4075964.1_18602_AMEIU(
ORTHOMCL16056	lcl|CM022771.1_cds_KAF4076018.1_18653_AMEIU(
ORTHOMCL16057	lcl|CM022771.1_cds_KAF4076043.1_18674_AMEIU(
ORTHOMCL16058	lcl|CM022771.1_cds_KAF4076113.1_18753_AMEIU(
ORTHOMCL16059	lcl|CM022771.1_cds_KAF4076216.1_18833_AMEIU(
ORTHOMCL16060	lcl|CM022772.1_cds_KAF4074879.1_18900_AMEIU(
ORTHOMCL16061	lcl|CM022772.1_cds_KAF4074981.1_19011_AMEIU(
ORTHOMCL16062	lcl|CM022772.1_cds_KAF4075309.1_19347_AMEIU(
ORTHOMCL16063	lcl|CM022772.1_cds_KAF4075400.1_19432_AMEIU(
ORTHOMCL16064	lcl|CM022772.1_cds_KAF4075520.1_19557_AMEIU(
ORTHOMCL16065	lcl|CM022772.1_cds_KAF4075562.1_19590_AMEIU(
ORTHOMCL16066	lcl|CM022773.1_cds_KAF4074360.1_19846_AMEIU(
ORTHOMCL16067	lcl|CM022773.1_cds_KAF4074657.1_20152_AMEIU(
ORTHOMCL16068	lcl|CM022773.1_cds_KAF4074778.1_20258_AMEIU(
ORTHOMCL16069	lcl|CM022774.1_cds_KAF4073492.1_20336_AMEIU(
ORTHOMCL16070	lcl|CM022774.1_cds_KAF4073713.1_20560_AMEIU(
ORTHOMCL16071	lcl|CM022774.1_cds_KAF4073778.1_20622_AMEIU(
ORTHOMCL16072	lcl|CM022774.1_cds_KAF4073791.1_20640_AMEIU(
ORTHOMCL16073	lcl|CM022774.1_cds_KAF4074073.1_20925_AMEIU(
ORTHOMCL16074	lcl|CM022774.1_cds_KAF4074108.1_20960_AMEIU(
ORTHOMCL16075	lcl|CM022775.1_cds_KAF4072763.1_21007_AMEIU(
ORTHOMCL16076	lcl|CM022775.1_cds_KAF4072783.1_21008_AMEIU(
ORTHOMCL16077	lcl|CM022775.1_cds_KAF4072784.1_21010_AMEIU(
ORTHOMCL16078	lcl|CM022775.1_cds_KAF4072903.1_21133_AMEIU(
ORTHOMCL16079	lcl|CM022775.1_cds_KAF4072934.1_21170_AMEIU(
ORTHOMCL16080	lcl|CM022775.1_cds_KAF4072953.1_21180_AMEIU(
ORTHOMCL16081	lcl|CM022775.1_cds_KAF4073059.1_21291_AMEIU(
ORTHOMCL16082	lcl|CM022775.1_cds_KAF4073155.1_21379_AMEIU(
ORTHOMCL16083	lcl|CM022775.1_cds_KAF4073284.1_21511_AMEIU(
ORTHOMCL16084	lcl|CM022775.1_cds_KAF4073459.1_21709_AMEIU(
ORTHOMCL16085	lcl|CM022776.1_cds_KAF4072413.1_21997_AMEIU(
ORTHOMCL16086	lcl|CM022776.1_cds_KAF4072445.1_22018_AMEIU(
ORTHOMCL16087	lcl|CM022776.1_cds_KAF4072642.1_22225_AMEIU(
ORTHOMCL16088	lcl|CM022777.1_cds_KAF4071772.1_22332_AMEIU(
ORTHOMCL16089	lcl|CM022777.1_cds_KAF4071818.1_22390_AMEIU(
ORTHOMCL16090	lcl|CM022778.1_cds_KAF4071294.1_22742_AMEIU(
ORTHOMCL16091	lcl|CM022778.1_cds_KAF4071321.1_22774_AMEIU(
ORTHOMCL16092	lcl|CM022778.1_cds_KAF4071398.1_22851_AMEIU(
ORTHOMCL16093	lcl|CM022778.1_cds_KAF4071471.1_22925_AMEIU(
ORTHOMCL16094	lcl|CM022778.1_cds_KAF4071581.1_23036_AMEIU(
ORTHOMCL16095	lcl|CM022778.1_cds_KAF4071626.1_23074_AMEIU(
ORTHOMCL16096	lcl|CM022779.1_cds_KAF4070740.1_23225_AMEIU(
ORTHOMCL16097	lcl|CM022779.1_cds_KAF4071036.1_23515_AMEIU(
ORTHOMCL16098	lcl|CM022779.1_cds_KAF4071193.1_23690_AMEIU(
ORTHOMCL16099	lcl|CM022779.1_cds_KAF4071249.1_23726_AMEIU(
ORTHOMCL16100	lcl|CM022780.1_cds_KAF4070560.1_24004_AMEIU(
ORTHOMCL16101	lcl|CP034980.1_cds_TNM99108.1_13671_TAKIF(
ORTHOMCL16102	lcl|CP034981.1_cds_TNM97748.1_13993_TAKIF(
ORTHOMCL16103	lcl|CP034983.1_cds_TNM96556.1_16216_TAKIF(
ORTHOMCL16104	lcl|CP034987.1_cds_TNM93080.1_17675_TAKIF(
ORTHOMCL16105	lcl|CP034991.1_cds_TNM89741.1_3975_TAKIF(
ORTHOMCL16106	lcl|CP034992.1_cds_TNM88892.1_5146_TAKIF(
ORTHOMCL16107	lcl|CP034994.1_cds_TNM86686.1_6915_TAKIF(
ORTHOMCL16108	lcl|CP034995.1_cds_TNM85678.1_7948_TAKIF(
ORTHOMCL16109	lcl|CP034995.1_cds_TNM86284.1_8554_TAKIF(
ORTHOMCL16110	lcl|VCAZ01000002.1_cds_TSK14519.1_8077_BAGAR(
ORTHOMCL16111	lcl|VCAZ01000002.1_cds_TSK14573.1_8131_BAGAR(
ORTHOMCL16112	lcl|VCAZ01000002.1_cds_TSK14795.1_8353_BAGAR(
ORTHOMCL16113	lcl|VCAZ01000006.1_cds_TSK22557.1_14251_BAGAR(
ORTHOMCL16114	lcl|VCAZ01000008.1_cds_TSK28197.1_15440_BAGAR(
ORTHOMCL16115	lcl|VCAZ01000010.1_cds_TSK34819.1_3965_BAGAR(
ORTHOMCL16116	lcl|VCAZ01000010.1_cds_TSK34899.1_4045_BAGAR(
ORTHOMCL16117	lcl|VCAZ01000018.1_cds_TSK67200.1_6223_BAGAR(
ORTHOMCL16118	lcl|VCAZ01000020.1_cds_TSK77029.1_6764_BAGAR(
ORTHOMCL16119	lcl|VCAZ01000021.1_cds_TSK82201.1_5998_BAGAR(
ORTHOMCL16120	lcl|VCAZ01000023.1_cds_TSK92900.1_7048_BAGAR(
ORTHOMCL16121	lcl|VCAZ01000025.1_cds_TSL04254.1_2976_BAGAR(
ORTHOMCL16122	lcl|VCAZ01000026.1_cds_TSL10181.1_8712_BAGAR(
ORTHOMCL16123	lcl|VCAZ01000058.1_cds_TSN57777.1_12776_BAGAR(
ORTHOMCL16124	lcl|VCAZ01000062.1_cds_TSN95688.1_13812_BAGAR(
ORTHOMCL16125	lcl|VCAZ01000069.1_cds_TSO67479.1_14574_BAGAR(
ORTHOMCL16126	lcl|VCAZ01000072.1_cds_TSO98582.1_15032_BAGAR(
ORTHOMCL16127	lcl|VCAZ01000073.1_cds_TSP09070.1_15060_BAGAR(
ORTHOMCL16128	lcl|VCAZ01000077.1_cds_TSP57653.1_14868_BAGAR(
ORTHOMCL16129	lcl|VCAZ01000082.1_cds_TSQ12702.1_15150_BAGAR(
ORTHOMCL16130	lcl|VCAZ01000089.1_cds_TSQ92617.1_16078_BAGAR(
ORTHOMCL16131	lcl|VCAZ01000136.1_cds_TSW89616.1_2212_BAGAR(
ORTHOMCL16132	lcl|VCAZ01000206.1_cds_TTH08270.1_5733_BAGAR(
ORTHOMCL16133	lcl|VCAZ01000220.1_cds_TTJ23338.1_6098_BAGAR(
ORTHOMCL16134	lcl|VCAZ01000327.1_cds_TUA53254.1_8909_BAGAR(
ORTHOMCL16135	maker-utg000006l_pilon-augustus-gene-17.29-mRNA-1_PANGA(
ORTHOMCL16136	maker-utg000020l_pilon-augustus-gene-2.15-mRNA-1_PANGA(
ORTHOMCL16137	maker-utg000037l_pilon-augustus-gene-23.119-mRNA-1_PANGA(
ORTHOMCL16138	maker-utg000044l_pilon-augustus-gene-17.31-mRNA-1_PANGA(
ORTHOMCL16139	maker-utg000047l_pilon-augustus-gene-12.35-mRNA-1_PANGA(
ORTHOMCL16140	maker-utg000059l_pilon-augustus-gene-1.8-mRNA-1_PANGA(
ORTHOMCL16141	maker-utg000062l_pilon-augustus-gene-2.37-mRNA-1_PANGA(
ORTHOMCL16142	maker-utg000070l_pilon-augustus-gene-5.23-mRNA-1_PANGA(
ORTHOMCL16143	maker-utg000080l_pilon-augustus-gene-3.32-mRNA-1_PANGA(
ORTHOMCL16144	maker-utg000112l_pilon-augustus-gene-6.14-mRNA-1_PANGA(
ORTHOMCL16145	maker-utg000113l_pilon-augustus-gene-5.31-mRNA-1_PANGA(
ORTHOMCL16146	maker-utg000143l_pilon-augustus-gene-13.20-mRNA-1_PANGA(
ORTHOMCL16147	maker-utg000150l_pilon-augustus-gene-0.13-mRNA-1_PANGA(
ORTHOMCL16148	maker-utg000182l_pilon-augustus-gene-3.8-mRNA-1_PANGA(
ORTHOMCL16149	maker-utg000186l_pilon-augustus-gene-7.18-mRNA-1_PANGA(
ORTHOMCL16150	maker-utg000197l_pilon-augustus-gene-5.28-mRNA-1_PANGA(
ORTHOMCL16151	maker-utg000197l_pilon-augustus-gene-5.33-mRNA-1_PANGA(
ORTHOMCL16152	maker-utg000197l_pilon-augustus-gene-5.36-mRNA-1_PANGA(
ORTHOMCL16153	maker-utg000224l_pilon-augustus-gene-11.15-mRNA-1_PANGA(
ORTHOMCL16154	maker-utg000236l_pilon-augustus-gene-4.16-mRNA-1_PANGA(
ORTHOMCL16155	maker-utg000242l_pilon-augustus-gene-1.13-mRNA-1_PANGA(
ORTHOMCL16156	maker-utg000244l_pilon-augustus-gene-1.35-mRNA-1_PANGA(
ORTHOMCL16157	maker-utg000271l_pilon-augustus-gene-23.12-mRNA-1_PANGA(
ORTHOMCL16158	maker-utg000276l_pilon-augustus-gene-9.12-mRNA-1_PANGA(
ORTHOMCL16159	maker-utg000299l_pilon-augustus-gene-1.15-mRNA-1_PANGA(
ORTHOMCL16160	maker-utg000328l_pilon-augustus-gene-9.21-mRNA-1_PANGA(
ORTHOMCL16161	maker-utg000338l_pilon-augustus-gene-12.23-mRNA-1_PANGA(
ORTHOMCL16162	maker-utg000366l_pilon-augustus-gene-1.18-mRNA-1_PANGA(
ORTHOMCL16163	maker-utg000387l_pilon-augustus-gene-1.14-mRNA-1_PANGA(
ORTHOMCL16164	maker-utg000403l_pilon-augustus-gene-0.25-mRNA-1_PANGA(
ORTHOMCL16165	maker-utg000406l_pilon-augustus-gene-7.4-mRNA-1_PANGA(
ORTHOMCL16166	maker-utg000429l_pilon-augustus-gene-1.28-mRNA-1_PANGA(
ORTHOMCL16167	maker-utg000444l_pilon-augustus-gene-7.6-mRNA-1_PANGA(
ORTHOMCL16168	maker-utg000457l_pilon-augustus-gene-3.35-mRNA-1_PANGA(
ORTHOMCL16169	maker-utg000457l_pilon-augustus-gene-4.43-mRNA-1_PANGA(
ORTHOMCL16170	maker-utg000521l_pilon-augustus-gene-0.14-mRNA-1_PANGA(
ORTHOMCL16171	maker-utg000544l_pilon-augustus-gene-2.31-mRNA-1_PANGA(
ORTHOMCL16172	maker-utg000910l_pilon-augustus-gene-0.30-mRNA-1_PANGA(
ORTHOMCL16173	maker-utg000992l_pilon-augustus-gene-0.13-mRNA-1_PANGA(
ORTHOMCL16174	rna-XM_017451396.1_ICTAL(
ORTHOMCL16175	rna-XM_017451750.1_ICTAL(
ORTHOMCL16176	rna-XM_017462184.1_ICTAL(
ORTHOMCL16177	rna-XM_017463373.1_ICTAL(
ORTHOMCL16178	rna-XM_017470737.1_ICTAL(
ORTHOMCL16179	rna-XM_017473843.1_ICTAL(
ORTHOMCL16180	rna-XM_017476715.1_ICTAL(
