ORTHOMCL1	ENSDARG00000034095_ZEBRA
ORTHOMCL12529	ENSDARG00000054584_ZEBRA
ORTHOMCL12530	ENSDARG00000054611_ZEBRA
ORTHOMCL12535	ENSDARG00000055080_ZEBRA
ORTHOMCL12536	ENSDARG00000055099_ZEBRA
ORTHOMCL12537	ENSDARG00000055100_ZEBRA
ORTHOMCL12538	ENSDARG00000055172_ZEBRA
ORTHOMCL12539	ENSDARG00000055389_ZEBRA
ORTHOMCL12540	ENSDARG00000055400_ZEBRA
ORTHOMCL12541	ENSDARG00000055458_ZEBRA
ORTHOMCL12543	ENSDARG00000055498_ZEBRA
ORTHOMCL12546	ENSDARG00000055565_ZEBRA
ORTHOMCL12547	ENSDARG00000055655_ZEBRA
ORTHOMCL12548	ENSDARG00000055839_ZEBRA
ORTHOMCL12549	ENSDARG00000055926_ZEBRA
ORTHOMCL12550	ENSDARG00000056005_ZEBRA
ORTHOMCL12554	ENSDARG00000056156_ZEBRA
ORTHOMCL12556	ENSDARG00000056233_ZEBRA
ORTHOMCL12557	ENSDARG00000056248_ZEBRA
ORTHOMCL12561	ENSDARG00000056561_ZEBRA
ORTHOMCL12562	ENSDARG00000056563_ZEBRA
ORTHOMCL12565	ENSDARG00000056819_ZEBRA
ORTHOMCL12566	ENSDARG00000056830_ZEBRA
ORTHOMCL12567	ENSDARG00000056835_ZEBRA
ORTHOMCL12568	ENSDARG00000056847_ZEBRA
ORTHOMCL12569	ENSDARG00000057035_ZEBRA
ORTHOMCL12570	ENSDARG00000057039_ZEBRA
ORTHOMCL12571	ENSDARG00000057096_ZEBRA
ORTHOMCL12573	ENSDARG00000057173_ZEBRA
ORTHOMCL12574	ENSDARG00000057245_ZEBRA
ORTHOMCL12575	ENSDARG00000057365_ZEBRA
ORTHOMCL12576	ENSDARG00000057399_ZEBRA
ORTHOMCL12577	ENSDARG00000057440_ZEBRA
ORTHOMCL12578	ENSDARG00000057550_ZEBRA
ORTHOMCL12579	ENSDARG00000057792_ZEBRA
ORTHOMCL12580	ENSDARG00000057826_ZEBRA
ORTHOMCL12581	ENSDARG00000057974_ZEBRA
ORTHOMCL12582	ENSDARG00000058042_ZEBRA
ORTHOMCL12583	ENSDARG00000058044_ZEBRA
ORTHOMCL12584	ENSDARG00000058068_ZEBRA
ORTHOMCL12585	ENSDARG00000058082_ZEBRA
ORTHOMCL12587	ENSDARG00000058154_ZEBRA
ORTHOMCL12588	ENSDARG00000058206_ZEBRA
ORTHOMCL12589	ENSDARG00000058345_ZEBRA
ORTHOMCL12590	ENSDARG00000058362_ZEBRA
ORTHOMCL12592	ENSDARG00000058476_ZEBRA
ORTHOMCL12594	ENSDARG00000058693_ZEBRA
ORTHOMCL12595	ENSDARG00000058701_ZEBRA
ORTHOMCL12596	ENSDARG00000058787_ZEBRA
ORTHOMCL12597	ENSDARG00000058800_ZEBRA
ORTHOMCL12599	ENSDARG00000058820_ZEBRA
ORTHOMCL12600	ENSDARG00000058991_ZEBRA
ORTHOMCL12601	ENSDARG00000059015_ZEBRA
ORTHOMCL12602	ENSDARG00000059060_ZEBRA
ORTHOMCL12604	ENSDARG00000059158_ZEBRA
ORTHOMCL12605	ENSDARG00000059256_ZEBRA
ORTHOMCL12608	ENSDARG00000059348_ZEBRA
ORTHOMCL12610	ENSDARG00000059399_ZEBRA
ORTHOMCL12611	ENSDARG00000059404_ZEBRA
ORTHOMCL12612	ENSDARG00000059412_ZEBRA
ORTHOMCL12615	ENSDARG00000059604_ZEBRA
ORTHOMCL12616	ENSDARG00000059795_ZEBRA
ORTHOMCL12618	ENSDARG00000059871_ZEBRA
ORTHOMCL12619	ENSDARG00000060072_ZEBRA
ORTHOMCL12620	ENSDARG00000060130_ZEBRA
ORTHOMCL12622	ENSDARG00000060345_ZEBRA
ORTHOMCL12623	ENSDARG00000060458_ZEBRA
ORTHOMCL12626	ENSDARG00000060656_ZEBRA
ORTHOMCL12627	ENSDARG00000060771_ZEBRA
ORTHOMCL12628	ENSDARG00000060977_ZEBRA
ORTHOMCL12629	ENSDARG00000061044_ZEBRA
ORTHOMCL12631	ENSDARG00000061062_ZEBRA
ORTHOMCL12633	ENSDARG00000061416_ZEBRA
ORTHOMCL12634	ENSDARG00000061481_ZEBRA
ORTHOMCL12635	ENSDARG00000061852_ZEBRA
ORTHOMCL12637	ENSDARG00000062106_ZEBRA
ORTHOMCL12638	ENSDARG00000062319_ZEBRA
ORTHOMCL12639	ENSDARG00000062352_ZEBRA
ORTHOMCL12641	ENSDARG00000062537_ZEBRA
ORTHOMCL12643	ENSDARG00000062750_ZEBRA
ORTHOMCL12644	ENSDARG00000062892_ZEBRA
ORTHOMCL12646	ENSDARG00000063129_ZEBRA
ORTHOMCL12647	ENSDARG00000063283_ZEBRA
ORTHOMCL12651	ENSDARG00000063376_ZEBRA
ORTHOMCL12653	ENSDARG00000063511_ZEBRA
ORTHOMCL12655	ENSDARG00000067688_ZEBRA
ORTHOMCL12658	ENSDARG00000067729_ZEBRA
ORTHOMCL12660	ENSDARG00000067781_ZEBRA
ORTHOMCL12661	ENSDARG00000067813_ZEBRA
ORTHOMCL12662	ENSDARG00000067814_ZEBRA
ORTHOMCL12663	ENSDARG00000067820_ZEBRA
ORTHOMCL12664	ENSDARG00000067857_ZEBRA
ORTHOMCL12665	ENSDARG00000067889_ZEBRA
ORTHOMCL12666	ENSDARG00000068083_ZEBRA
ORTHOMCL12667	ENSDARG00000068086_ZEBRA
ORTHOMCL12668	ENSDARG00000068100_ZEBRA
ORTHOMCL12669	ENSDARG00000068128_ZEBRA
ORTHOMCL12671	ENSDARG00000068250_ZEBRA
ORTHOMCL12673	ENSDARG00000068366_ZEBRA
ORTHOMCL12674	ENSDARG00000068374_ZEBRA
ORTHOMCL12675	ENSDARG00000068407_ZEBRA
ORTHOMCL12676	ENSDARG00000068409_ZEBRA
ORTHOMCL12677	ENSDARG00000068417_ZEBRA
ORTHOMCL12678	ENSDARG00000068428_ZEBRA
ORTHOMCL12679	ENSDARG00000068432_ZEBRA
ORTHOMCL12680	ENSDARG00000068456_ZEBRA
ORTHOMCL12681	ENSDARG00000068457_ZEBRA
ORTHOMCL12682	ENSDARG00000068480_ZEBRA
ORTHOMCL12683	ENSDARG00000068663_ZEBRA
ORTHOMCL12684	ENSDARG00000068706_ZEBRA
ORTHOMCL12686	ENSDARG00000068742_ZEBRA
ORTHOMCL12687	ENSDARG00000068745_ZEBRA
ORTHOMCL12688	ENSDARG00000068926_ZEBRA
ORTHOMCL12689	ENSDARG00000068939_ZEBRA
ORTHOMCL12690	ENSDARG00000068967_ZEBRA
ORTHOMCL12691	ENSDARG00000068982_ZEBRA
ORTHOMCL12692	ENSDARG00000069011_ZEBRA
ORTHOMCL12694	ENSDARG00000069037_ZEBRA
ORTHOMCL12695	ENSDARG00000069082_ZEBRA
ORTHOMCL12696	ENSDARG00000069129_ZEBRA
ORTHOMCL12697	ENSDARG00000069199_ZEBRA
ORTHOMCL12698	ENSDARG00000069244_ZEBRA
ORTHOMCL12699	ENSDARG00000069266_ZEBRA
ORTHOMCL12702	ENSDARG00000069305_ZEBRA
ORTHOMCL12703	ENSDARG00000069327_ZEBRA
ORTHOMCL12704	ENSDARG00000069333_ZEBRA
ORTHOMCL12706	ENSDARG00000069411_ZEBRA
ORTHOMCL12708	ENSDARG00000069459_ZEBRA
ORTHOMCL12709	ENSDARG00000069482_ZEBRA
ORTHOMCL12711	ENSDARG00000069503_ZEBRA
ORTHOMCL12712	ENSDARG00000069504_ZEBRA
ORTHOMCL12715	ENSDARG00000069745_ZEBRA
ORTHOMCL12716	ENSDARG00000069756_ZEBRA
ORTHOMCL12717	ENSDARG00000069758_ZEBRA
ORTHOMCL12718	ENSDARG00000069766_ZEBRA
ORTHOMCL12719	ENSDARG00000069795_ZEBRA
ORTHOMCL12720	ENSDARG00000069865_ZEBRA
ORTHOMCL12722	ENSDARG00000069888_ZEBRA
ORTHOMCL12724	ENSDARG00000069941_ZEBRA
ORTHOMCL12725	ENSDARG00000069978_ZEBRA
ORTHOMCL12726	ENSDARG00000069991_ZEBRA
ORTHOMCL12728	ENSDARG00000070048_ZEBRA
ORTHOMCL12729	ENSDARG00000070057_ZEBRA
ORTHOMCL12730	ENSDARG00000070142_ZEBRA
ORTHOMCL12731	ENSDARG00000070207_ZEBRA
ORTHOMCL12734	ENSDARG00000070341_ZEBRA
ORTHOMCL12735	ENSDARG00000070348_ZEBRA
ORTHOMCL12739	ENSDARG00000070463_ZEBRA
ORTHOMCL12741	ENSDARG00000070491_ZEBRA
ORTHOMCL12742	ENSDARG00000070526_ZEBRA
ORTHOMCL12744	ENSDARG00000070555_ZEBRA
ORTHOMCL12745	ENSDARG00000070560_ZEBRA
ORTHOMCL12746	ENSDARG00000070575_ZEBRA
ORTHOMCL12747	ENSDARG00000070656_ZEBRA
ORTHOMCL12748	ENSDARG00000070717_ZEBRA
ORTHOMCL12751	ENSDARG00000070931_ZEBRA
ORTHOMCL12752	ENSDARG00000070957_ZEBRA
ORTHOMCL12754	ENSDARG00000071005_ZEBRA
ORTHOMCL12758	ENSDARG00000071215_ZEBRA
ORTHOMCL12761	ENSDARG00000071496_ZEBRA
ORTHOMCL12762	ENSDARG00000071552_ZEBRA
ORTHOMCL12763	ENSDARG00000071560_ZEBRA
ORTHOMCL12766	ENSDARG00000071585_ZEBRA
ORTHOMCL12767	ENSDARG00000071592_ZEBRA
ORTHOMCL12768	ENSDARG00000071697_ZEBRA
ORTHOMCL12769	ENSDARG00000073704_ZEBRA
ORTHOMCL12770	ENSDARG00000073747_ZEBRA
ORTHOMCL12772	ENSDARG00000073845_ZEBRA
ORTHOMCL12773	ENSDARG00000073896_ZEBRA
ORTHOMCL12774	ENSDARG00000074064_ZEBRA
ORTHOMCL12776	ENSDARG00000074216_ZEBRA
ORTHOMCL12777	ENSDARG00000074226_ZEBRA
ORTHOMCL12778	ENSDARG00000074275_ZEBRA
ORTHOMCL12780	ENSDARG00000074379_ZEBRA
ORTHOMCL12782	ENSDARG00000074425_ZEBRA
ORTHOMCL12783	ENSDARG00000074487_ZEBRA
ORTHOMCL12784	ENSDARG00000074493_ZEBRA
ORTHOMCL12785	ENSDARG00000074508_ZEBRA
ORTHOMCL12786	ENSDARG00000074509_ZEBRA
ORTHOMCL12790	ENSDARG00000074601_ZEBRA
ORTHOMCL12791	ENSDARG00000074655_ZEBRA
ORTHOMCL12792	ENSDARG00000074660_ZEBRA
ORTHOMCL12793	ENSDARG00000074837_ZEBRA
ORTHOMCL12794	ENSDARG00000074839_ZEBRA
ORTHOMCL12795	ENSDARG00000074850_ZEBRA
ORTHOMCL12797	ENSDARG00000074910_ZEBRA
ORTHOMCL12798	ENSDARG00000074915_ZEBRA
ORTHOMCL12799	ENSDARG00000074921_ZEBRA
ORTHOMCL12801	ENSDARG00000075092_ZEBRA
ORTHOMCL12802	ENSDARG00000075173_ZEBRA
ORTHOMCL12803	ENSDARG00000075225_ZEBRA
ORTHOMCL12804	ENSDARG00000075314_ZEBRA
ORTHOMCL12805	ENSDARG00000075320_ZEBRA
ORTHOMCL12806	ENSDARG00000075397_ZEBRA
ORTHOMCL12808	ENSDARG00000075426_ZEBRA
ORTHOMCL12809	ENSDARG00000075501_ZEBRA
ORTHOMCL12810	ENSDARG00000075547_ZEBRA
ORTHOMCL12811	ENSDARG00000075549_ZEBRA
ORTHOMCL12813	ENSDARG00000075641_ZEBRA
ORTHOMCL12814	ENSDARG00000075706_ZEBRA
ORTHOMCL12815	ENSDARG00000075720_ZEBRA
ORTHOMCL12816	ENSDARG00000075723_ZEBRA
ORTHOMCL12817	ENSDARG00000075732_ZEBRA
ORTHOMCL12818	ENSDARG00000075735_ZEBRA
ORTHOMCL12819	ENSDARG00000075760_ZEBRA
ORTHOMCL12820	ENSDARG00000075779_ZEBRA
ORTHOMCL12821	ENSDARG00000075813_ZEBRA
ORTHOMCL12823	ENSDARG00000075896_ZEBRA
ORTHOMCL12825	ENSDARG00000076009_ZEBRA
ORTHOMCL12826	ENSDARG00000076011_ZEBRA
ORTHOMCL12827	ENSDARG00000076055_ZEBRA
ORTHOMCL12828	ENSDARG00000076170_ZEBRA
ORTHOMCL12829	ENSDARG00000076248_ZEBRA
ORTHOMCL12830	ENSDARG00000076251_ZEBRA
ORTHOMCL12833	ENSDARG00000076406_ZEBRA
ORTHOMCL12834	ENSDARG00000076462_ZEBRA
ORTHOMCL12835	ENSDARG00000076500_ZEBRA
ORTHOMCL12838	ENSDARG00000076552_ZEBRA
ORTHOMCL12841	ENSDARG00000076698_ZEBRA
ORTHOMCL12842	ENSDARG00000076699_ZEBRA
ORTHOMCL12843	ENSDARG00000076789_ZEBRA
ORTHOMCL12844	ENSDARG00000076833_ZEBRA
ORTHOMCL12845	ENSDARG00000076838_ZEBRA
ORTHOMCL12846	ENSDARG00000076839_ZEBRA
ORTHOMCL12847	ENSDARG00000076853_ZEBRA
ORTHOMCL12848	ENSDARG00000076943_ZEBRA
ORTHOMCL12849	ENSDARG00000076950_ZEBRA
ORTHOMCL12854	ENSDARG00000077212_ZEBRA
ORTHOMCL12856	ENSDARG00000077248_ZEBRA
ORTHOMCL12857	ENSDARG00000077257_ZEBRA
ORTHOMCL12859	ENSDARG00000077371_ZEBRA
ORTHOMCL12860	ENSDARG00000077382_ZEBRA
ORTHOMCL12862	ENSDARG00000077414_ZEBRA
ORTHOMCL12864	ENSDARG00000077468_ZEBRA
ORTHOMCL12865	ENSDARG00000077473_ZEBRA
ORTHOMCL12866	ENSDARG00000077736_ZEBRA
ORTHOMCL12867	ENSDARG00000077762_ZEBRA
ORTHOMCL12869	ENSDARG00000077799_ZEBRA
ORTHOMCL12870	ENSDARG00000077900_ZEBRA
ORTHOMCL12871	ENSDARG00000077999_ZEBRA
ORTHOMCL12872	ENSDARG00000078018_ZEBRA
ORTHOMCL12873	ENSDARG00000078055_ZEBRA
ORTHOMCL12875	ENSDARG00000078072_ZEBRA
ORTHOMCL12877	ENSDARG00000078176_ZEBRA
ORTHOMCL12878	ENSDARG00000078204_ZEBRA
ORTHOMCL12879	ENSDARG00000078266_ZEBRA
ORTHOMCL12882	ENSDARG00000078509_ZEBRA
ORTHOMCL12883	ENSDARG00000078518_ZEBRA
ORTHOMCL12884	ENSDARG00000078522_ZEBRA
ORTHOMCL12885	ENSDARG00000078552_ZEBRA
ORTHOMCL12886	ENSDARG00000078659_ZEBRA
ORTHOMCL12887	ENSDARG00000078674_ZEBRA
ORTHOMCL12889	ENSDARG00000078690_ZEBRA
ORTHOMCL12892	ENSDARG00000078790_ZEBRA
ORTHOMCL12895	ENSDARG00000079034_ZEBRA
ORTHOMCL12897	ENSDARG00000079131_ZEBRA
ORTHOMCL12898	ENSDARG00000079143_ZEBRA
ORTHOMCL12899	ENSDARG00000079175_ZEBRA
ORTHOMCL12901	ENSDARG00000079188_ZEBRA
ORTHOMCL12902	ENSDARG00000079255_ZEBRA
ORTHOMCL12903	ENSDARG00000079283_ZEBRA
ORTHOMCL12905	ENSDARG00000079315_ZEBRA
ORTHOMCL12906	ENSDARG00000079353_ZEBRA
ORTHOMCL12907	ENSDARG00000079368_ZEBRA
ORTHOMCL12908	ENSDARG00000079369_ZEBRA
ORTHOMCL12909	ENSDARG00000079371_ZEBRA
ORTHOMCL12910	ENSDARG00000079373_ZEBRA
ORTHOMCL12911	ENSDARG00000079530_ZEBRA
ORTHOMCL12912	ENSDARG00000079532_ZEBRA
ORTHOMCL12913	ENSDARG00000079553_ZEBRA
ORTHOMCL12916	ENSDARG00000079699_ZEBRA
ORTHOMCL12917	ENSDARG00000079805_ZEBRA
ORTHOMCL12919	ENSDARG00000079824_ZEBRA
ORTHOMCL12920	ENSDARG00000079886_ZEBRA
ORTHOMCL12921	ENSDARG00000079932_ZEBRA
ORTHOMCL12922	ENSDARG00000079957_ZEBRA
ORTHOMCL12923	ENSDARG00000086052_ZEBRA
ORTHOMCL12924	ENSDARG00000086091_ZEBRA
ORTHOMCL12925	ENSDARG00000086112_ZEBRA
ORTHOMCL12927	ENSDARG00000086159_ZEBRA
ORTHOMCL12929	ENSDARG00000086283_ZEBRA
ORTHOMCL12930	ENSDARG00000086284_ZEBRA
ORTHOMCL12931	ENSDARG00000086290_ZEBRA
ORTHOMCL12932	ENSDARG00000086305_ZEBRA
ORTHOMCL12933	ENSDARG00000086337_ZEBRA
ORTHOMCL12935	ENSDARG00000086370_ZEBRA
ORTHOMCL12936	ENSDARG00000086391_ZEBRA
ORTHOMCL12937	ENSDARG00000086459_ZEBRA
ORTHOMCL12938	ENSDARG00000086534_ZEBRA
ORTHOMCL12939	ENSDARG00000086535_ZEBRA
ORTHOMCL12940	ENSDARG00000086549_ZEBRA
ORTHOMCL12941	ENSDARG00000086679_ZEBRA
ORTHOMCL12944	ENSDARG00000086762_ZEBRA
ORTHOMCL12947	ENSDARG00000086911_ZEBRA
ORTHOMCL12948	ENSDARG00000087017_ZEBRA
ORTHOMCL12949	ENSDARG00000087019_ZEBRA
ORTHOMCL12951	ENSDARG00000087093_ZEBRA
ORTHOMCL12953	ENSDARG00000087183_ZEBRA
ORTHOMCL12957	ENSDARG00000087225_ZEBRA
ORTHOMCL12958	ENSDARG00000087238_ZEBRA
ORTHOMCL12959	ENSDARG00000087271_ZEBRA
ORTHOMCL12961	ENSDARG00000087353_ZEBRA
ORTHOMCL12962	ENSDARG00000087439_ZEBRA
ORTHOMCL12965	ENSDARG00000087659_ZEBRA
ORTHOMCL12968	ENSDARG00000087828_ZEBRA
ORTHOMCL12970	ENSDARG00000087910_ZEBRA
ORTHOMCL12972	ENSDARG00000087923_ZEBRA
ORTHOMCL12973	ENSDARG00000087935_ZEBRA
ORTHOMCL12976	ENSDARG00000087961_ZEBRA
ORTHOMCL12977	ENSDARG00000088018_ZEBRA
ORTHOMCL12978	ENSDARG00000088020_ZEBRA
ORTHOMCL12979	ENSDARG00000088062_ZEBRA
ORTHOMCL12980	ENSDARG00000088074_ZEBRA
ORTHOMCL12982	ENSDARG00000088195_ZEBRA
ORTHOMCL12983	ENSDARG00000088204_ZEBRA
ORTHOMCL12984	ENSDARG00000088263_ZEBRA
ORTHOMCL12986	ENSDARG00000088290_ZEBRA
ORTHOMCL12987	ENSDARG00000088308_ZEBRA
ORTHOMCL12988	ENSDARG00000088319_ZEBRA
ORTHOMCL12989	ENSDARG00000088324_ZEBRA
ORTHOMCL12990	ENSDARG00000088373_ZEBRA
ORTHOMCL12991	ENSDARG00000088405_ZEBRA
ORTHOMCL12992	ENSDARG00000088407_ZEBRA
ORTHOMCL12993	ENSDARG00000088409_ZEBRA
ORTHOMCL12994	ENSDARG00000088428_ZEBRA
ORTHOMCL12995	ENSDARG00000088432_ZEBRA
ORTHOMCL12996	ENSDARG00000088639_ZEBRA
ORTHOMCL12998	ENSDARG00000088794_ZEBRA
ORTHOMCL12999	ENSDARG00000088798_ZEBRA
ORTHOMCL13003	ENSDARG00000088918_ZEBRA
ORTHOMCL13005	ENSDARG00000088955_ZEBRA
ORTHOMCL13006	ENSDARG00000088975_ZEBRA
ORTHOMCL13008	ENSDARG00000089004_ZEBRA
ORTHOMCL13009	ENSDARG00000089024_ZEBRA
ORTHOMCL13011	ENSDARG00000089134_ZEBRA
ORTHOMCL13012	ENSDARG00000089227_ZEBRA
ORTHOMCL13013	ENSDARG00000089237_ZEBRA
ORTHOMCL13014	ENSDARG00000089263_ZEBRA
ORTHOMCL13015	ENSDARG00000089314_ZEBRA
ORTHOMCL13016	ENSDARG00000089319_ZEBRA
ORTHOMCL13018	ENSDARG00000089444_ZEBRA
ORTHOMCL13019	ENSDARG00000089486_ZEBRA
ORTHOMCL13020	ENSDARG00000089511_ZEBRA
ORTHOMCL13021	ENSDARG00000089512_ZEBRA
ORTHOMCL13022	ENSDARG00000089517_ZEBRA
ORTHOMCL13023	ENSDARG00000089553_ZEBRA
ORTHOMCL13025	ENSDARG00000089661_ZEBRA
ORTHOMCL13026	ENSDARG00000089687_ZEBRA
ORTHOMCL13027	ENSDARG00000089756_ZEBRA
ORTHOMCL13028	ENSDARG00000089769_ZEBRA
ORTHOMCL13029	ENSDARG00000089782_ZEBRA
ORTHOMCL13031	ENSDARG00000089790_ZEBRA
ORTHOMCL13032	ENSDARG00000089802_ZEBRA
ORTHOMCL13033	ENSDARG00000089838_ZEBRA
ORTHOMCL13034	ENSDARG00000089860_ZEBRA
ORTHOMCL13035	ENSDARG00000089868_ZEBRA
ORTHOMCL13036	ENSDARG00000089873_ZEBRA
ORTHOMCL13038	ENSDARG00000089883_ZEBRA
ORTHOMCL13039	ENSDARG00000089919_ZEBRA
ORTHOMCL13041	ENSDARG00000089948_ZEBRA
ORTHOMCL13044	ENSDARG00000090092_ZEBRA
ORTHOMCL13045	ENSDARG00000090108_ZEBRA
ORTHOMCL13046	ENSDARG00000090153_ZEBRA
ORTHOMCL13047	ENSDARG00000090164_ZEBRA
ORTHOMCL13049	ENSDARG00000090185_ZEBRA
ORTHOMCL13051	ENSDARG00000090346_ZEBRA
ORTHOMCL13052	ENSDARG00000090386_ZEBRA
ORTHOMCL13053	ENSDARG00000090473_ZEBRA
ORTHOMCL13054	ENSDARG00000090481_ZEBRA
ORTHOMCL13055	ENSDARG00000090544_ZEBRA
ORTHOMCL13056	ENSDARG00000090707_ZEBRA
ORTHOMCL13057	ENSDARG00000090767_ZEBRA
ORTHOMCL13058	ENSDARG00000090793_ZEBRA
ORTHOMCL13059	ENSDARG00000090886_ZEBRA
ORTHOMCL13060	ENSDARG00000090903_ZEBRA
ORTHOMCL13061	ENSDARG00000090914_ZEBRA
ORTHOMCL13066	ENSDARG00000091085_ZEBRA
ORTHOMCL13067	ENSDARG00000091298_ZEBRA
ORTHOMCL13069	ENSDARG00000091401_ZEBRA
ORTHOMCL13071	ENSDARG00000091573_ZEBRA
ORTHOMCL13073	ENSDARG00000091579_ZEBRA
ORTHOMCL13074	ENSDARG00000091660_ZEBRA
ORTHOMCL13075	ENSDARG00000091667_ZEBRA
ORTHOMCL13076	ENSDARG00000091692_ZEBRA
ORTHOMCL13077	ENSDARG00000091734_ZEBRA
ORTHOMCL13078	ENSDARG00000091783_ZEBRA
ORTHOMCL13079	ENSDARG00000091799_ZEBRA
ORTHOMCL13080	ENSDARG00000091803_ZEBRA
ORTHOMCL13081	ENSDARG00000091817_ZEBRA
ORTHOMCL13082	ENSDARG00000091834_ZEBRA
ORTHOMCL13083	ENSDARG00000091838_ZEBRA
ORTHOMCL13084	ENSDARG00000091859_ZEBRA
ORTHOMCL13085	ENSDARG00000092155_ZEBRA
ORTHOMCL13086	ENSDARG00000092240_ZEBRA
ORTHOMCL13087	ENSDARG00000092311_ZEBRA
ORTHOMCL13088	ENSDARG00000092346_ZEBRA
ORTHOMCL13089	ENSDARG00000092458_ZEBRA
ORTHOMCL13090	ENSDARG00000092464_ZEBRA
ORTHOMCL13092	ENSDARG00000092517_ZEBRA
ORTHOMCL13093	ENSDARG00000092556_ZEBRA
ORTHOMCL13094	ENSDARG00000092652_ZEBRA
ORTHOMCL13095	ENSDARG00000092653_ZEBRA
ORTHOMCL13096	ENSDARG00000092786_ZEBRA
ORTHOMCL13098	ENSDARG00000092872_ZEBRA
ORTHOMCL13101	ENSDARG00000093048_ZEBRA
ORTHOMCL13102	ENSDARG00000093089_ZEBRA
ORTHOMCL13103	ENSDARG00000093201_ZEBRA
ORTHOMCL13104	ENSDARG00000093269_ZEBRA
ORTHOMCL13105	ENSDARG00000093444_ZEBRA
ORTHOMCL13106	ENSDARG00000093496_ZEBRA
ORTHOMCL13108	ENSDARG00000093833_ZEBRA
ORTHOMCL13109	ENSDARG00000094005_ZEBRA
ORTHOMCL13110	ENSDARG00000094012_ZEBRA
ORTHOMCL13111	ENSDARG00000094253_ZEBRA
ORTHOMCL13112	ENSDARG00000094345_ZEBRA
ORTHOMCL13113	ENSDARG00000094485_ZEBRA
ORTHOMCL13114	ENSDARG00000094514_ZEBRA
ORTHOMCL13115	ENSDARG00000094540_ZEBRA
ORTHOMCL13116	ENSDARG00000094542_ZEBRA
ORTHOMCL13120	ENSDARG00000094725_ZEBRA
ORTHOMCL13122	ENSDARG00000094859_ZEBRA
ORTHOMCL13123	ENSDARG00000094860_ZEBRA
ORTHOMCL13124	ENSDARG00000094861_ZEBRA
ORTHOMCL13125	ENSDARG00000094899_ZEBRA
ORTHOMCL13126	ENSDARG00000095024_ZEBRA
ORTHOMCL13127	ENSDARG00000095111_ZEBRA
ORTHOMCL13129	ENSDARG00000095400_ZEBRA
ORTHOMCL13131	ENSDARG00000095459_ZEBRA
ORTHOMCL13132	ENSDARG00000095559_ZEBRA
ORTHOMCL13133	ENSDARG00000095564_ZEBRA
ORTHOMCL13139	ENSDARG00000095793_ZEBRA
ORTHOMCL13140	ENSDARG00000095805_ZEBRA
ORTHOMCL13142	ENSDARG00000095975_ZEBRA
ORTHOMCL13144	ENSDARG00000096095_ZEBRA
ORTHOMCL13145	ENSDARG00000096242_ZEBRA
ORTHOMCL13146	ENSDARG00000096252_ZEBRA
ORTHOMCL13147	ENSDARG00000096322_ZEBRA
ORTHOMCL13149	ENSDARG00000096562_ZEBRA
ORTHOMCL13151	ENSDARG00000096628_ZEBRA
ORTHOMCL13153	ENSDARG00000096711_ZEBRA
ORTHOMCL13154	ENSDARG00000096755_ZEBRA
ORTHOMCL13156	ENSDARG00000096797_ZEBRA
ORTHOMCL13157	ENSDARG00000097193_ZEBRA
ORTHOMCL13158	ENSDARG00000097203_ZEBRA
ORTHOMCL13160	ENSDARG00000097331_ZEBRA
ORTHOMCL13161	ENSDARG00000097407_ZEBRA
ORTHOMCL13163	ENSDARG00000097617_ZEBRA
ORTHOMCL13164	ENSDARG00000097662_ZEBRA
ORTHOMCL13165	ENSDARG00000097693_ZEBRA
ORTHOMCL13166	ENSDARG00000097704_ZEBRA
ORTHOMCL13167	ENSDARG00000097740_ZEBRA
ORTHOMCL13168	ENSDARG00000097804_ZEBRA
ORTHOMCL13169	ENSDARG00000097909_ZEBRA
ORTHOMCL13431	ENSDARG00000090962_ZEBRA
ORTHOMCL13435	ENSDARG00000069800_ZEBRA
ORTHOMCL13438	ENSDARG00000090232_ZEBRA
ORTHOMCL13439	ENSDARG00000036743_ZEBRA
ORTHOMCL13443	ENSDARG00000086945_ZEBRA
ORTHOMCL13445	ENSDARG00000088283_ZEBRA
ORTHOMCL13446	ENSDARG00000053204_ZEBRA
ORTHOMCL13451	ENSDARG00000001009_ZEBRA
ORTHOMCL13452	ENSDARG00000001572_ZEBRA
ORTHOMCL13453	ENSDARG00000001637_ZEBRA
ORTHOMCL13454	ENSDARG00000001767_ZEBRA
ORTHOMCL13455	ENSDARG00000001804_ZEBRA
ORTHOMCL13456	ENSDARG00000002204_ZEBRA
ORTHOMCL13457	ENSDARG00000002217_ZEBRA
ORTHOMCL13458	ENSDARG00000002230_ZEBRA
ORTHOMCL13460	ENSDARG00000003313_ZEBRA
ORTHOMCL13462	ENSDARG00000003900_ZEBRA
ORTHOMCL13463	ENSDARG00000003944_ZEBRA
ORTHOMCL13464	ENSDARG00000003968_ZEBRA
ORTHOMCL13465	ENSDARG00000004187_ZEBRA
ORTHOMCL13466	ENSDARG00000004211_ZEBRA
ORTHOMCL13467	ENSDARG00000004621_ZEBRA
ORTHOMCL13468	ENSDARG00000004836_ZEBRA
ORTHOMCL13469	ENSDARG00000005271_ZEBRA
ORTHOMCL13470	ENSDARG00000005673_ZEBRA
ORTHOMCL13471	ENSDARG00000005785_ZEBRA
ORTHOMCL13472	ENSDARG00000005974_ZEBRA
ORTHOMCL13473	ENSDARG00000006786_ZEBRA
ORTHOMCL13474	ENSDARG00000006816_ZEBRA
